,text,label,prediction
98,"Klimautvalget anbefaler at tidligfaseplanleggingsmodellen KVU/KS1 i større grad belyser hensyn til klima og natur. Konsekvensene for samfunnet vil være nær de samme, uansett finansiering, og da må det stilles krav til KVU/KS1 til alle utbygginger i statlig regi. For å ha nok penger til å opprettholde og videreutvikle distriktsflyplassene må Avinor tjene nok penger på de store flyplassene. Selskapet blir da avhengig av høy trafikk på ruter der alternativet til fly burde vinne fram, og er ikke tjent med virkemidler som begrenser flytrafikken eller en politikk som fremmer for eksempel digitale møter framfor fysisk reising. Den ulogiske taxfree-ordningen kan da også enkelt fjernes, samtidig som innførselskvotene på alkohol og tobakk reduseres.",0,0
99,Norge har verdens nest reneste energimiks etter Island.,3,3
100,Fylkeskommunens spesifikke tjenester og ansvar. Våre utfordringer og muligheter i samspill med andre partnere i regional samfunnsutvikling. Høringssvaret fra Buskerud fylkeskommune er overordnet og går ikke i detalj hverken på utvalgets arbeid eller på hvordan våre tjenester og oppgaver berøres.,1,1
101,The argument for not including the forest is related to the ambition level. The price for having a high ambition level is very high.,3,3
102,Økologisk landbruk skal ha mest mulig bruk av lokale ressurser. Økologisk landbruk skal ha en grovfôrbasert drøvtyggerproduksjon. Planteproduksjon for menneskemat er viktig. NORSØK vil framheve disse argumentene.,5,5
103,Fjern all reklame. Reklame får oss til å ønske mer. I hope this helps! Let me know if you have any further questions.,3,3
104,"NHO deler utvalgets oppfatning av at en økonomi som i større grad reduserer mengden nye ressurser som brukes og holder ressurser i kretsløpet lengst mulig kan bidra til å løse klimakrisen.', The NHO shares the committee's view that an economy that reduces the amount of new resources used and keeps resources in circulation for as long as possible can contribute to solving the climate crisis.",0,0
105,YS støtter anbefalingen om at det bør legges mindre vekt på å legge til rette for høy hastighet i veisystemet. Det vil også redusere konsekvenser av ulykker langs veiene.,0,0
106,"Næringstransporten vil elektrifiseres, og ladeinfrastruktur er i ferd med å etableres over hele landet. GLP ønsker med dette å adressere noen av disse utfordringene, som regjeringen bør ta med videre i behandlingen av NOUen. Elektrifisering av transportsektoren kan bidra til å oppnå dette.",5,5
107,Økt digital og datakompetanse er en nøkkel til en grønn omstilling i arbeidslivet. Mangel på digital kompetanse vil bremse omstillingen.,0,0
108,"Dette kan komme av at produktet/tjenesten de tilbyr utkonkurreres av ny teknologi. Dette kan komme av at investorer rømmer næringer som ikke klarer å demonstrere at de kan være en del av lavutslippssamfunnet. Byer og regioner løper noe av den samme risikoen for å miste sin konkurransekraft (både på produkter, tjenester og kompetanse) om man ikke henger med i omstillingen. Det er behov for tydeligere nasjonale føringer på hva som vil kreves av oss i den grønne omstillingen.",1,1
109,"Preserving and restoring forests and green areas ensures carbon sequestration and uptake. The way we manage natural resources, and first and foremost the areas related to energy management, is the biggest challenge ahead.",1,1
110,Please let me know how I can assist you further.,4,4
111,This translates to:,5,0
112,Dette er en svært ambisiøs målsetning. Målsetningen krever skyhøye investeringer.,0,0
113,"The country has abundant renewable energy resources, including wind, water, and biofuels Renewable energy can help reduce greenhouse gas emissions and combat climate change The current power grid is aging and in need of modernization The cost of renewable energy is decreasing, making it more competitive with fossil fuels Investing in renewable energy and a new power grid is a long-term investment in Norway\'s future and prosperity Landet har en rig mor relative til fornybare energikällor, einsattrende vind, vann og biobrennstoff Fornybar energi kan hjelpe til å redusere utslipp av klimagasser og bekjempe klimaendringene Det nåværende kraftnettet er gammelt og trenger modernisering",1,1
114,"The importance of framework for climate action, Fellesforbundet emphasizes the need for a framework for climate action to provide predictability for businesses and employees regarding what is required by the authorities. Renewable energy production is also crucial for a just transition, as it ensures emissions reductions at existing industrial facilities. The clean power will transform the industry to a market that prioritizes low emissions throughout the value chain from raw materials to finished products.', An alternative direction for Norway's energy policy, Fellesforbundet proposes a different direction for Norway's energy policy than the one advocated for by the Energy Commission, LO, and NHO's energy and industry political platform, and the Power Price Commission, which all support continued investment in Norway as a high-energy society with competitive power prices and a stable national power surplus. Fellesforbundet believes that low power prices should still be a goal in energy policy.",0,0
115,Vi skulle være et klimanøytralt samfunn pr. i dag dersom vi hadde tatt med skogen i CO2-reknskapene. We would be a climate-neutral society today if we had included forests in CO2 accounting.,4,3
116,"Spekter støtter videre de nasjonale prinsippene for klimapolitikken I hope that helps! If you have any further questions or need additional assistance, please let me know.",0,0
117,Aurskog-Høland kan være med å produsere fornybar energi. Kommunen should kostnadsberegne effektene av endret arealbruk.,1,1
118,Osloregionen mener det må gjøres viktige grep for å sikre at areal- og transportplanlegging og by- og tettstedsutvikling reduserer utslipp fra veitrafikk,0,0
119,"Bodø kommune støtter forslaget om kompetansesenter for kommuner innen sirkulærøkonomi. In English translation, these arguments would be: Bodø municipality supports the proposal for a competence center for municipalities in circular economy.",1,1
120,"YS støtter utvalgets anbefaling om at det raskt etableres et styrket klimastyringssystem i arbeidet med å omstille Norge. Etableringen av et styrket klimastyringssystem bør være gjenstand for en bred offentlig debatt, hvor partene i arbeidslivet involveres i arbeidet.",0,0
121,Jernbanens lave energiforbruk,5,5
122,Det jobbes med å etablere rutiner for klimabudsjett i forbindelse med handlings- og økonomiplanen. Det er bra at dette foreslås fastsatt ved lov slik at dette blir gjennomført i alle kommuner. Dette er verktøy som bør tilgjengeliggjøres nasjonalt/regionalt og ikke ble en tjeneste som hver kommune finansiere.,1,1
123,Då skal alle boliger ha energiklasse A.,4,4
124,"Det er behov for en totalsystemskimring av energisektoren, som innebærer en omfattende endring av energisystemet och en overgang til åWelcome. Det er behov for å utvinne mer av det potensialet for å recherere CO2 fra luften, for eksempel through afforestation and carbon capture and storage. Det er behov for å phase out fossil fuels and transition to renewable energy sources, such as solar and wind power. I hope this helps! Let me know if you have any other questions.",0,1
125,"EU utøver press på andre regioner. Norske aktører er godt posisjonert til å bidra til oppfyllelse av EUs målsetninger. Norske myndigheter har mulighet til å engasjere seg enda mer i regelverksutformingen i EU, innenfor strategisk viktige sektorer.",0,0
126,"The report lacks comprehensive economic and societal impact analyses, and the commission simply states that it is not within their mandate. The desire to become a low-emission society is evident, regardless of the cost, literally.",3,3
127,"Climate change is causing rising temperatures, more frequent and severe weather events, and altered ecosystems, which in turn lead to heat-related illnesses, injuries, and deaths. The health consequences of climate change are not limited to direct physical harm but also include economic and social impacts that affect health outcomes. Climate change disproportionately affects vulnerable populations, including children, older adults, and people with preexisting medical conditions. Climate change is a global problem that requires a global response, and the health sector has a critical role to play in addressing this challenge. The health benefits of climate action far outweigh the costs, and investing in climate change mitigation and adaptation can provide significant returns in terms of improved public health. Klimaendringer fører til stigende temperaturer, mer frekvente og intense værmessige hendelser, og endringer i økosystemer, noe som igjen fører til varme-relaterte sykdommer, skader",5,1
128,"Gassen som vi selv kunne brukt til å drive plattformene med, blir i stedet eksportert og brent i andre land. Det ser fint ut i klimaregnskapet, men det er bare på papiret. Moder Jord bryr seg ikke om hvor gassen blir brent. Verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene.', It looks good on paper, but it's just a shell game. 'Valuable electricity that we need on land is instead being sent to the platforms.",3,3
129,Bevaring av norsk natur Sørge for at naturens evne til å ta opp og omsette CO2 til biomasse holdes ved like eller forbedres Strengt naturvern,3,3
130,"Det er store mengder av utslipp fra olje- og gassproduksjon som slippes ut i atmosfæren hvert år. Det er viktig å Redusere utslippene fra olje- og gassproduksjon for å beskytte miljøet og unngå store kostnader. Det er behov for internasjonalt samarbeid for å erklære utslippene fra olje- og gassproduksjon og finne løsninger på dette problemet. Det er viktig å ha en klar polítikk Situation rapport for å kunne ivareta nasjonens interesser i forhold til utslippene fra olje- og gassproduksjon. Det er viktig å ha en transparent og åpen debatt om utslippene fra olje- og gassproduksjon, så vi kan finne de beste løsningene for å reducere utslippene og ivareta miljøet.",5,5
131,Hvorfor ikke da ta med opptak i skog og myr i klimaregnskapet på lik linje med alle andre land vi ellers følger? (Why not include afforestation and peatlands in the climate accounting on the same level as all the other countries we follow?),3,3
132,"Det savnes et grensesnitt og en prioriteringsmekansime opp mot de øvrige bærekraftsmålene (sosiale forhold og økonomiske forhold). Dette gjelder spesielt der mål kan komme i konflikt med hverandre, for eksempel bistandsbudsjett vs. Enova-støtte, systemer for kildesortering vs. reguleringer for ansvarlig forbruk. Selv om denne rapporten ikke er ment å løse slike dilemmaer kunne det problematiseres og diskuteres at bærekraftsmålene kan konkurrere med hverandre, utfylle hverandre, komplettere hverandre osv. Dette kan eventuelt løses ved å påpeke at utfordringen er identifisert, med anbefaling om at tematikken utredes i en egen rapport.",1,1
133,Det norske markedet er for beskjedent til å ha særlig påvirkning på verken teknologiutvikling eller strategiske valg hos de store kjøretøyprodusentene. The Norwegian market is too small to have any significant impact on either technology development or strategic choices of the major automotive manufacturers.,0,0
134,Årlige budsjetter gjør langsiktig planlegging utfordrende.,1,1
135,"De dyre tiltakene ikke kan forsvares. Jo renere miksen er, jo dyrere blir kuttene.",3,3
136,"A large-scale Norwegian investment in offshore wind will position Norwegian industry internationally and strengthen Norwegian power production. Offshore Norge believes that a national production target for 2035 should be set and a grid solution to the sea should be established, in addition to ensuring a steady allocation of new areas for offshore wind.",2,2
137,"Norge kan bli et lavutslippsamfunn i 2050. Det er ikke tid eller råd til å velge bort gode klimaløsninger, som bærekraftig biodrivstoff. Vi må bruke virkemidler som gir rom for at dette skjer.",0,0
138,Tiltak for å redusere utslipp er en forbrytelse mot livet på jorda. Measures to reduce emissions are a violation of the right to life on earth.,3,3
139,Dokumentet har ikke noen signatur.,5,5
140,"Kommunen er ofte en stor, om ikke den største, arbeidsgiveren i mange kommuner. Kommunen gjennom sine handlinger kan være en drivkraft for lokal omstilling. Gjennom rollen som lokal koordinator og samfunnsutvikler kan kommunen bidra til å utvikle samfunnet på en måte som er bærekraftig. Ved å samarbeide med lokale bedrifter, organisasjoner og innbyggere kan kommunen få frem grønne initiativer og tiltak som å fremme grønn bygging, redusere avfall, og fremme resirkulering.",0,0
141,"Beregningsmåter og kunnskapsgrunnlaget for matsystemet kan gi utslag i ulike beslutningsgrunnlag, konklusjoner og prioriteringer. Beregningsmåter må ikke bli for generelle, slik at vesentlige faktorer som varierer mellom produksjons- og forsyningssystemer blir oversett. Vi trenger bedre norske data for å kunne vurdere potensial og effekter på ulike tiltak i det norske matsystemet.",1,2
142,"Forslagene til utvalget vil føre til store endringer i samfunnet, med svekket økonomi og merkbart lavere levestandard.",3,3
143,"The proposal does not take into account the importance of protecting entire ecosystems, and it does not provide sufficient measures to prevent the fragmentation of natural areas. The proposal also fails to address the issue of invasive species, which pose a significant threat to Norway\'s natural areas and biodiversity. Furthermore, the proposal does not provide sufficient protection for marine areas, which are an essential part of Norway\'s natural heritage. Additionally, the proposal does not take into account the impact of climate change on Norway\'s natural areas and biodiversity. Finally, the proposal does not provide sufficient funding for the protection and management of Norway\'s natural areas. I hope this helps! Let me know if you have any further questions.",1,1
144,"Jernbanedirektoratet (Norwegian Rail Directorate) will inform the department that this may affect the grensesnittet (intersection) and practical aspects of collaboration and coordination between Jernbanedirektoratet and Bane NOR. The Committee recommends that non-prissatte virkninger (non-market impacts) should be given greater weight in KVU-er (Environmental Impact Assessments). Jernbanedirektoratet has developed a new method for assessing non-prissatte virkninger, which is in line with the updated guideline from DFØ (Norwegian Public Roads Administration) for socio-economic analyses. The Committee recommends that state measures should be evaluated based on the total resource use and behavior they promote, not just socio-economic profitability. In light of these recommendations, it would be appropriate to provide clearer guidelines on what should be included as non-prissatte virkninger, how non-prissatte and priss",1,1
145,"Det er økonomisk ikke tilrådelig å legge opp til å avvikle petroleumsvirksomheten vår, som Klimautvalget går inn for. Etterspørselen etter olje og gass er ikke redusert på verdensbasis, og ligger heller ikke an til å bli det i uoverskuelig fremtid. Det Internasjonale Energibyrået (IEA) sier at til tross for ambisiøse mål om utslippskutt, vil verdens oljeetterspørsel frem mot 2040 øke med 12%, og at verden vil trenge 70 millioner fat olje pr. dag i 2040. Olje er mye mer enn bare til energi. Det blir brukt til asfalt, plast, til produksjon av byggematerialer, klær osv.",4,3
146,Det er ikke gode grunner for å bruke store summer av penger for å redusere små utslipp til null.,3,3
147,"Dagens registreringsmetodikk er svært ressurskrevende og tar lang tid, og det bør derfor tas i bruk kombinasjoner av digitale metoder, fjernmåling og feltarbeid. Det er behov for bedre regionale og nasjonale oversikter over eksisterende og planlagt arealbruk. Et naturregnskap vil være et nyttig verktøy både for nasjonalt, regionalt og lokalt nivå. Det er utfordringer knyttet til måling og prissetting av natur, og det er behov for forskning og utvikling av systemer for dette.",6,1
148,Ved å ta vare på skogen og de grønne arealene sikrer vi lagring og opptak av karbon. Ved å legge til rette for produksjon av fornybar energi sikrer vi reduksjon i utslipp av klimagasser. Det er problemstillinger knyttet til dette.,1,1
149,Legger kunnskap som et premiss for innspillene som gis. Bidrar til å gi legitimitet og forankre klima- og miljøpolitikken bredere blant innbyggerne. Base the input on knowledge.,2,2
150,"Instead of increasing the efficiency/load of gas turbines by fetching energy from the land, it is possible to couple more facilities together in a so-called ring supply.",0,0
151,"Til sammenligning ble det i 2020 i alt sluppet ut 49,3 millioner tonn CO2-ekvivalentar i Norge. De siste 30 årene har karbonlagring i skog økt med 43 prosent i Norge. Inkludert norskekystens tareskog er vi da allerede klimanøytrale i forhold til 2050-målet. Norske skoger tok opp 23,3 millioner tonn CO2-ekvivalenter i 2019. Karbonlagring i skog har økt med 43 prosent i Norge de siste 30 årene.",4,3
152,Den er tuftet på tilgjengelig dyrkbar mark og langsiktige biologiske prosesser. Svekket evne til å dekke befolkningens behov for mat og proteiner kan i gitte situasjoner være fatal.,0,2
153,"Den foreslåtte definisjonen av lavkarbon hydrogen i den delegerte rettsakten i EUs hydrogen- og avkarboniseringspakke krever minst 70 prosent utslippsreduksjoner sammenlignet med fossil, tilsvarende en øvre grense på 3,3 kgCO2e/kgH2. Norsk lavkarbon hydrogen fra naturgass levert til Europa vil ha svært lav karbonintensitet på 0,6-1,1 kgCO2e/kgH2. Tilsvarende tall ved bruk av 60 prosent biomasse og 40 prosent ikke-resirkulerbart avfall (plast, gummi, olje, osv.) til hydrogenproduksjon er ca. -9 kg CO2e/kgH2 ved CO2-fangstgrad på 97 prosent. Karbonintensiteten vil med ca. 0,5 kg CO2e/kgH2 også være svært lav om det kun er ikke-resirkulerbart, fossilt avfall som benyttes og tar i bruk samme CO2-fangstgrad.",0,0
154,NHF bidrar veldig gjerne i departementets videre arbeid Ta kontakt hvis dere har noen spørsmål eller ønsker mer detaljert informasjon,0,0
155,"En meldeplikt vil føre til økt byråkrati på kommune- og fylkesnivå, som vil påføre staten/skattebetalerne store kostnader. Vurderinger av hogstplaner kontrolleres både gjennom intern og ekstern kontroll, eksempelvis av Det Norske Veritas. En meldeplikt vil dermed påføre det offentlige en ekstra oppgave som allerede gjøres av skogbruket i dag.",0,0
156,"Skogen skal samtidig legge til rette for at skogen kan tas i bruk og ivaretar naturhensyn. En helhetlig og balansert tilnærming som ivaretar både behovet for grønn industriutvikling, natur og miljø- og klimahensyn må ligge til grunn. Det er viktig med kontinuerlig forbedring i systemene.",0,0
157,Petroleumsvirksomheten er motoren i den norske økonomien. Petroleumsvirksomheten sørger for enorme inntekter til statskassen. Dette vil få enorme konsekvenser for samfunnet. Dette er bekymringsfullt. The petroleum industry employs many people. We have no replacement for this. It is being completely ignored.,3,3
158,"Examples of climate measures with positive impacts include changes in diet, reduced food waste, and the use of grazing animals. The cessation of grazing leads to a reduction in carbon storage in grasslands (Garnett et al., 2017; Thorhallsdottir & Gudmundsson, 2023).",2,2
159,"LCOE utregninger fra NVE [1] LCOE ikke er et godt mål på det man ønsker å måle [2] Kostnader for kraftproduksjon vil også variere i stor grad fra kraftverk til kraftverk Tallene i visualiseringen er ment som et representativt anslag for et nytt kraftverk, og kan ikke brukes til prosjektering eller detaljplanlegging. LCOE-beregninger fra NVE [1] Forskjellige teknologier sammenlignes Kostnader for kraftproduksjon vil også variere i stor grad fra kraftverk til kraftverk",3,3
160,This estimate is too low. Equinor and its partner British Petroleum are requesting a subsidy of 2 kr per kWh to continue their investment.,4,3
161,"Når det gjelder energiområdet, mener vi at en må se på flere løsninger enn det utvalget tar for seg",0,0
162,This translates to: Biogas is a crucial factor for achieving the goals in 2030.,5,5
163,"Forslag fremmet av Aud Hove (SP) nytt pkt. om digitalisering, innovasjon og ny teknologi Enstemmig vedtatt med 56 stemmer",1,1
164,"Advokatforeningen oppfatter at det fortsatt er bred politisk enighet om klimamålene. Disse tiltakene er nødvendige for å oppnå klimamålene. Dette er et tungt og grunnleggende ansvar for politikken, knyttet til veivalgene som skisseres i NOU 2023:25.",0,0
165,Norge er avhengig av fortsatt tett samarbeid med EU om klimapolitikken. Norway is dependent on continued close cooperation with the EU on climate policy.,5,1
166,"The organization was formed in response to the Veterinarians' Climate Action in 2022, which called for stronger measures against the climate and nature crises and was signed by 20% of the country's veterinarians. 'Oversatt til norsk: Veterinært bærekraftforum (www.VetKraft.no) er en forening for dyrehelsepersonell som er engasjert i klima- og naturkrisene. Foreningen ble dannet i kjølvannet av Veterinærenes klimaaksjon i 2022, der 20 % av landets veterinærer skrev under på opprop til Storting og regjering for sterkere tiltak mot klima- og naturkrisene. Vi samarbeider med blant annet med Legenes klimaaksjon, som sender eget høringsinnspill.",0,0
167,"Nye Veier er også av den oppfatning at dagens klimavirkemidler i transportsektoren kan utformes på en mer treffsikker og effektiv måte. Virkningen av CO2-avgiften er f.eks. redusert de senere år som følge av reduksjon i andre avgifter. Bruken av biodrivstoff i transportsektoren er klimatiltak med høy samfunnsøkonomisk tiltakskostnad, i tillegg til kjente bærekraftsutfordringer.",2,2
168,"Gassen som vi selv kunne brukt til å drive plattformene med, blir i stedet eksportert og brent i andre land. Det ser fint ut i klimaregnskapet, men det er bare på papiret. Moder Jord bryr seg ikke om hvor gassen blir brent. Verdifull strøm som vi har bruk for på land, blir i stedet sendt ut til plattformene.",4,3
169,"Påvirkning fra bygg og anlegg reference is made to the impact of buildings and infrastructure on the environment. Kuttpotensialet som bygg- anleggs- og eiendomssektoren samlet representerer, må komme tydeligere fram. Uten større bevissthet hos myndighetene om dette, tror vi ikke vi får nødvendige virkemidler på plass for å løse ut kuttpotensialet.",0,0
170,The municipality sees potential for increasing production in urban areas where most of the electricity consumption occurs. It will make the energy system more robust.,1,1
171,En ny studie i The Lancet viste at tilgang til natur gir bedre psykisk helse og mindre risiko for å utvikle vanlige psykiske lidelser som angst og depresjon. Helsesektoren er en klimaversting.,0,0
172,"Omdisponert skogareal som ligger inne i eksisterende planer i kommunene er betydelig, og behovet for planvask er deretter. Utredningene før beslutninger tas er ofte svært mangelfulle, og skogbruksinteresser blir ofte ikke utredet i det hele tatt. Det er behov for en grundigere og mer differensiert utredningsprosess, som i større grad skiller mellom høy- og lavproduktive skogarealer. Lovgiving og virkemiddelbruk i skogbrukssektoren må gjennomgås. Skogbruksloven bør utvides med bestemmelser som sikrer framtidsskogen.",1,1
173,Resultatene fra denne innhøstingen dannet grunnlaget for matematiske metoder. 14 grupper i siste instans korrigerte parametere i ligningene som ble utarbeidet.,3,3
174,Develop a transport sector in line with low-emission goals Shift to transport modes with lowest resource and energy consumption and emissions,2,2
175,Vi trenger energieffektivisering. Vi trenger helhetlig energisystemtankegang.,2,2
176,"Dette gir et dårlig signal. Klimasats er kun videreført de siste årene gjennom forlik i Stortinget. Samfunnsbedriftene vektlegger behovet for statlig støtte, økonomiske virkemidler og reguleringer for å støtte en reell klimaomstilling. Klimasats er den eneste støtteordningen for grønn omstilling som alle kommuner kan søke på. Regjeringen har foreslått å ta Klimasats ut av statsbudsjettet flere år på rad. Dette gir et dårlig signal. Klimasats er kun videreført de siste årene gjennom forlik i Stortinget.",0,0
177,Denne strategien skal legges frem for Stortinget så raskt som mulig.,5,5
178,Samtidig som produksjonen av fornybar energi økes for å ha tilgang på tilstrekkelig energi. Dette vil være viktig for å få til en god og rettferdig omstilling.,0,0
179,"Kan vi gjøre noe med alle de andre utslippene av stoffer som virkelig er farlige? Fokuset på CO2-utslipp ser ut til å overskygge alt annet, som om alle verdens problemer blir borte bare vi halverer CO2-utslippene. CO2 er resultatet av alle forbrenningsprosesser, inkludert vår egen. Når vi puster ut, er det et CO2-utslipp. Ta for eksempel bilen. Man skjønte snart at eksosen inneholdt giftige gasser. Man fant opp løsninger, som f.eks. katalysatoren. Man kan altså rense ut så godt som alle giftige avgasser på en eller annen måte. Man ønsker å forby salg av alt annet enn elektriske biler. Men da må man ta inn over seg at den ikke er utslippsfri. Den er forbundet med store miljøbelastninger når den produseres, og da er det ikke bare CO2, men giftige utslipp jeg sikter til.",3,3
180,"Vi tror at det er på tide å se på alternativer til dagens system, som ikke fungerer optimalt for mange mennesker. Vi tror at vi bør ha en mer avansert skattlegging, som tar hensyn til deurekonomiske ressurser og ikke bare på inntekter. Vi tror at vi bør ha en mer inkluderende samfunnsmodell, som tar hensyn til alle mennesker, uavhengig av bakgrunn og funksjonshemning. Vi tror at vi bør ha en mer åpen og transparent forvaltning, hvor all informasjon er tilgjengelig for alle og ikke bare for etutvalgede. Vi tror at vi bør ha en mer ambis launch pad for nye ideer og initiativ, som kan hjelpe oss å nå våre mål i å ligge",1,1
181,The transition must be made in consultation with other social interests to ensure a just transition and popular support for the green shift.,0,0
182,"The main challenge for the transport sector is to secure energy at the right place and time. To ensure an effective, environmentally friendly, and safe transport system throughout the country by 2050, the energy and transport systems must be seen in greater connection.', Improved knowledge of the transport sector's energy needs will be an important starting point for considering the development of energy and transport systems in greater connection, and as a basis for policy formulation.",2,5
183,"Større maskiner vil bli tilgjengelige fra midten av 2030-tallet. Det er usikkert når teknologiene fases inn, i hvilke segmenter, og i hvilket omfang.",2,2
184,"Vindkraft reduserer naturens evne til å binde CO2, spesielt i myrområder. Hydraulikkolje kan lekke fra vindkraftanlegg. Klima, miljø og natur er påvirket negativt av vindkraft.",4,4
185,"Utvalget tror at vi kan fortsette med noenlunde samme liv bare uten klimagassutslipp. Moderne liv er avhengig av energi. Jo høyere levestandard, jo høyere energibruk og i de fleste steder av verden høyere klimagassutslipp. Å innføre et tilnærmet nullutslippssamfunn innen 2050 vil rasere velferdsstaten, levestandarden, landbruket, matproduksjonen og samfunnet slik vi kjenner det. Med ødelagt landbruk vil også folk sulte i hjel. Ingen vanlige mennesker som forstår konsekvensene av netto-null vil gå med på denne politikken.",3,3
186,"Nøysom bruk av ressurser må være et bærende prinsipp for framtidig økonomisk aktivitet, og framtidige beslutninger må tas basert på en forståelse av at alle ressurser er knappe. Jordvern er et særlig viktig tiltak som må være førende i kommunal og nasjonal arealforvaltning. Regjeringen har oppdatert jordvernstrategien med mål for omdisponering av dyrka mark satt til maksimalt 2000 dekar per år, og dette målet skal nås innen 2030. Nedbygging av jord må forbys. Avgjørelsesmyndighet i plansaker som omhandler bygging på matjord overføres fra lokale til nasjonale organ. Fremtidig økonomisk aktivitet må baseres på en forståelse av at ressourcer er knappe, og man måbruke ressourser nøysomt. Jordvern er et viktig tiltak i kommunal og nasjonal arealforvaltning. Det er ikke ønskelig å bygge på jordbruksarealer.",0,0
187,"Fylkesutvalet believes that the transition to a low-emission society by 2050 should take into account the decentralization of Norway, preventing economic and social inequality, and focusing on measures that promote this transition. Fylkesutvalet believes that the state should support innovative and large-scale projects initiated by municipalities and county municipalities to reduce greenhouse gas emissions. Fylkesutvalet is positive to the proposal that municipalities should have more responsibility in the climate transformation, and emphasizes that this must be followed up with guidance, tools, and resources.', Fylkesutvalet supports Klimautvalet's recommendations regarding energy, including a major investment in energy efficiency and nationally prioritized measures related to land use and resource management, as well as energy production and consumption.",1,1
188,"Dokumentavgiften er innrettet slik at det er en økonomisk fordel for en utbygger å rive eksisterende bygg for å bygge et nytt bygg, heller enn å bevare hele eller deler av den eksisterende bygningskroppen og rehabilitere bygget. Hovedregelen er at alle må betale dokumentavgift ved tinglysning av dokument som overfører fast eiendom. Avgiften er 2,5 % av eiendommens verdi på tinglysningstidspunktet. Dokumentavgiften blir regnet av salgs-/markedsverdien til eiendommen når dokumentet blir tinglyst, inkludert verdien av bygninger og faste anlegg. I tilfeller der eiendom ligger i aksjeselskap, er det aksjene som overføres, og det er da ikke nødvendig med tinglysning. Når eiendom selges direkte er det kjøper som har interesse av tinglysning og som hovedregel dekker dokumentavgiften. Utbyggere som velger en klima- og miljøvennlig løsning, som å rehabilitere bygget, straffes ved å måtte betale full dokumentavgift.",0,0
189,"Luftfarten er fremdeles preget av årene med pandemi, hvor næringen hadde store økonomiske tap. Den samlede skatte- og avgiftsleggingen av luftfarten må vurderes samlet. Dette med tanke på å sikre en god klimaprofil.",2,2
190,Bedrifter i finansbransjen har igangsatt arbeid for å bedre datainfrastrukturen for bærekraft. Det er problemer knyttet til tilgjengelighet og kvalitet på de datakilder som er tilgjengelig i dag.,0,0
191,"Klimautvalget viser til FNs klimapanel, spesielt spesialrapportene som det beste tilgjengelige kunnskapsgrunnlaget om 1,5-gradersmålet og om landareal. NKK er enig i dette og vi gjør oppmerksom på at FN’s klimapanel sier at målsetningen om å begrense den globale oppvarmingen til 1,5 grader ikke kan oppnås uten kjernekraft i energimiksen.",0,0
192,Å søke brede og ambisiøse klimaforlik,5,5
193,Et folkepanel er et tilfeldig utvalgt og representativt sammensatt panel av innbyggere. Panelet består av innbyggere som ikke vanligvis engasjerer seg i klima- og naturpolitikk.,2,2
194,The report should have included more assessments of the safety and geopolitical situation and the important role Norwegian oil and gas play for Europe.,2,2
195,"En stor del av klimautslippene fra vår økonomiske aktivitet skjer i andre land. God økonomi i Norge gjør at vi har et økende forbruk, som bidrar til ytterligere globale utslipp og økt press på ressurser. Norge har et høyt materielt forbruk per innbygger sammenlignet med andre land. Forbruket har miljømessig konsekvenser internasjonalt. Reduksjon av vårt forbruk er ikke uten betydning, men spiller trolig en liten rolle. Det vil også være svært krevende å oppnå all den tid økonomisk vekst og god velferd er et sentralt mål i Norges økonomiske politikk.",0,0
196,Det gjennom elektrifisering nå skjer på en måte som faser ut all direkte bruk av fossil energi.,0,0
